text,label
"Considering climate change as its major management issue, LG Chem will respond to global climate change issues proactively. We categorized climate change risks and opportunity factors into regulatory aspect, physical aspect, and others and established a countermeasure for each issue. In particular, as a top priority of the Sustainability strategy, we have developed a carbon neutral growth strategy and are working on detailed action plans.",1
"Directors as well as participate in important committees and meetings that are deemed necessary in order to ensure that the audits conducted are effective. In the event that an Audit and Supervisory Committee Member requests the payment of costs and expenses in connection with the performance of his/her duties, the request is processed pursuant to relevant laws in accordance with internal regulations.",0
"In addition, several of our key products are manufactured at a particular manufacturing facility, with limited alternate facilities. If an event occurs that results in damage to one or more of such facilities, such as the damage caused by Hurricane Maria in Puerto Rico in September 2017, we may be unable to manufacture the relevant products at the previous levels or at all. Because of the time required to approve and license a manufacturing facility, a third-party manufacturer may not be available on a timely basis to replace production capacity in the event manufacturing capacity is lost.",1
"To mitigate business partner risks, adidas has implemented various measures. For example, we generally include clauses in contractual agreements with partners that allow us to suspend or even terminate our partnership in case of improper or unethical conduct. In addition, we work with a broad portfolio of promotion partners to reduce the dependency on the success and popularity of a few individual partners. We utilize a broad distribution strategy which includes further expansion of our direct-to-consumer business to reduce the risk of overreliance on key customers. Specifically, no single customer accounted for more than 5% of the company’s sales in 2020. To reduce risk in the supply chain, we work with suppliers who demonstrate reliability, quality and innovation. Furthermore, in order to minimize any potential negative consequences such as a violation of our Workplace Standards by our suppliers, we enforce strict control and inspection procedures at our suppliers and also demand adherence to social and environmental standards throughout our supply chain. In addition, we have selectively bought insurance coverage for the risk of business interruptions caused by physical damage to suppliers’ premises. To reduce supplier dependency, the company follows a strategy of diversification. In this context, adidas works with a broad network of suppliers in different countries and, for the vast majority of its products, does not have a single-sourcing model.",1
"(1) The expected long term rate of return on the U.S. and international plan assets is estimated based on the plans' investment strategy and asset allocation, historical capital market performance and, to a lesser extent, historical plan performance. For the U.S. plans, the expected rate of return of 7.27% was derived based on the target asset allocation of 40%-60% equity securities (approximately 8.5% expected return), 30%-50% fixed income securities (approximately 5.3% expected return) and 5%-15% alternative investments (approximately 6.8% expected return). For the international plans, the expected rate of return was derived based on the weighted average target asset allocation of 15%-25% equity securities (approximately 6.1% expected return), 30%-50% fixed income securities (approximately 4.8% expected return), and 30%-50% alternative investments (approximately 5.2% expected return). For the U.S. plan assets, the actual annualized total return for the most recent 10- year period ended December 31, 2019 was approximately 9.2%. For the international plan assets, the actual annualized total return for the same period was approximately 7.0%. Changes to plan asset allocations and investment strategy over this time period limit the value of historical plan performance as factor in estimating the expected long term rate of return. For 2020, the expected long-term rate of return on plan assets will be 7.00% for the U.S. plans. Expected weighted average returns for international plans will vary.",0
"Development of the Alberta oil sands has received considerable attention in recent public commentary on the subjects of environmental impact, climate change and GHG emissions. Despite that much of the focus is on bitumen mining operations and not in-situ production, public concerns about oil sands generally and GHG emissions and water and land use practices in oil sands developments specifically may, directly or indirectly, impair the profitability of our current oil sands projects, and the viability of future oil sands projects, by creating significant regulatory uncertainty leading to uncertainty in economic modeling of current and future projects and delays relating to the sanctioning of future projects.",1
"During the first week of May 2016, extreme wildfires in northeastern Alberta resulted in the shutdown of a number of oil sands production facilities and the evacuation of more than 80,000 people from the city of Fort McMurray, which serves as a commercial and regional logistics centre for the oil sands region and a home to a significant portion of the oil sands workforce.",1
"Concerns regarding global climate change may result in more international, regional and/or federal requirements to reduce or mitigate global warming and these regulations could mandate even more restrictive standards than the voluntary commitments that we have made or require such changes on a more accelerated timeframe. There continues to be a lack of consistent climate legislation, which creates economic and regulatory uncertainty. In addition, there are discussions regarding potential defunding of climate-related international agreements and/or initiatives that could affect our competitiveness in certain markets. Such regulatory uncertainty extends to future incentives for energy efficient buildings and vehicles and costs of compliance, which may impact the demand for our products, obsolescence of our products and our results of operations.",1
"Scope 1 emissions Scope 1 emissions decreased by 14,01% and remained less than 1% of the overall carbon footprint. A larger decrease could have been realised if it was not for aircon gas refilling and standby generators being used during load-shedding.",1
"[1] Data calculated on the same reporting perimeter as 2018, excluding Abertis Group. [2] Data on the diesel consumed by the gensets in Chile in 2018 are not available. [3] Figure updated following a consolidation subsequent to the close of the Integrated Report 2018 on ETC data. [4] Data updated following a restatement of the income statement 2018. [5] Location-based emissions.",1
"4 Based on external perception and the importance attributed to each theme by top management, the economic, social, environmental and material governance issues likely to have significant impact on the Group’s operations were identified.",1
"Over the next three decades, we need to make radical changes to the way we produce and consume food. We live in an era where demand is constantly rising – Earth’s population is expected to exceed 9 billion by 2050 – but our natural resources are dwindling. High-meat diets are a particular problem: not only do they contribute to endemic health issues, but maintaining the amount of livestock required to satisfy demand is highly resource-intensive, contributing about 14% of global GHG emissions.",1
"The Eco-Reports cover trends in environmental issues and changes in applicable laws, our courses of action and how well the DNP Group overall has achieved its targets. The Eco-Reports are distributed to the Operations & Group Company Environmental Committees and to every business site. The Site Eco- Reports document each site’s targets, plans and status of activities. The Operations & Group Company Environmental Committees use the Site Eco-Reports to gain an understanding of the situation at each site and submit a summary report to the CSR & Environmental Committee.",1
"During 2019/20, this activity included reviewing: – the PRA’s Policy Statement and Supervisory Statement on ‘Enhancing banks’ and insurers’ approaches to managing the financial risks from climate change’; – the PRA framework for assessing financial impacts of physical climate change on the general insurance sector; – the PRA’s ‘Dear CEO’ letter outlining observations from the thematic review of firms’ plans to implement requirements set out in the supervisory statement; and – the Climate Financial Risk Forum’s (co-chaired by the FCA and PRA) guide to help the financial services industry address climate-related financial risks.",1
"We also purchase significant amounts of dairy products, particularly fluid milk, to support the needs of our company-operated retail stores. Additionally, and although less significant to our operations than coffee or dairy, other commodities, including but not limited to tea and those related to food and beverage inputs, such as cocoa, produce, baking ingredients, meats, eggs and energy, as well as the processing of these inputs, are important to our operations. Increases in the cost of dairy products and other commodities, or lack of availability, whether due to supply shortages, delays or interruptions in processing, or otherwise, especially in international markets, could have a material adverse impact on our profitability. • Our financial condition and results of operations are sensitive to, and may be adversely affected by, a number of factors, many of which are largely outside our control. Our operating results have been in the past and will continue to be subject to a number of factors, many of which are largely outside our control. Any one or more of the factors listed below or described elsewhere in this risk factors section could have a material adverse impact our business, financial condition and/or results of operations: • increases in real estate costs in certain domestic and international markets; • adverse outcomes of litigation; • severe weather or other natural or man-made disasters affecting a large market or several closely located markets that may temporarily but significantly affect our retail business in such markets; • especially in our large markets, labor discord or disruption, geopolitical events, war, terrorism (including incidents targeting us), political instability, acts of public violence, boycotts, increasing anti-American sentiment in certain markets, social unrest, and health pandemics that lead to avoidance of public places or restrictions on public gatherings such as in our stores; and • the discontinuation of the London Interbank Offered Rate (“LIBOR”) after 2021 and the replacement with an alternative reference rate may adversely impact interest rates. • Interruption of our supply chain could affect our ability to produce or deliver our products and could negatively impact our business and profitability. Any material interruption in our supply chain, such as material interruption of roasted coffee supply due to the casualty loss of any of our roasting plants, interruptions in service by our third party logistic service providers or common carriers that ship goods within our distribution channels, trade restrictions, such as increased tariffs or quotas, embargoes or customs restrictions, natural disasters or political disputes and military conflicts that cause a material disruption in our supply chain could have a negative material impact on our business and our profitability.",1
"[Decarbonized Society] We aim to achieve a decarbonized society through energy-saving activities including upgrading to energy-efficient equipment, the adoption of renewable energy and upgrading to next-generation energy. We will also pursue the development of products and services which will contribute to the creation of a decarbonized society.",1
"The financial performance information in this report is derived from our Financial Statements that are in accordance with US GAAP. The reporting basis for the information in this report on our performance in the area of corporate responsibility is prepared in accordance with the GRI Sustainability Reporting Standards and is presented in accordance with the ‘core’ option. Details of our compliance with the GRI standards (GRI content index) can be found in a separate Reporting Supplement available on the Website. We have also included disclosures required as part of the EU Directive on disclosure of non-financial information and diversity information, which was implemented in 2017 and is decreed as part of the Dutch Civil Code.",1
"Non-controlling interests at the end of reporting period, being the portion of the net assets of subsidiaries attributable to equity interests that are not owned by the Company, whether directly or indirectly through subsidiaries, are presented in the consolidated statements of financial position and statements of changes in equity within equity, separately from equity attributable to the shareholders of the Company. Non-controlling interests in the results of the Group are presented in the consolidated statements of profit or loss and other comprehensive income as an allocation of the profit or loss and total comprehensive income for the financial year between the non-controlling interests and shareholders of the Company.",0
"Climate-related risks and opportunities can be found in the respec- tive categories of the risk and opportunity report according to their cause. Examples include risks from legal and political framework conditions to reduce emissions and consumption levels, or risks and opportunities from shareholdings and cooperations for mobility solutions or electric mobility.",1
"G. Operational risk Operational risk definitions Operational risk is the risk of a positive, negative or potential loss resulting from inadequate or failed internal processes, human behaviour and systems or from external incidents and it includes model risk. Legal, information and communication technology and reputation risks are covered, managed/investigated under individual separate frameworks.",0
"2019 also saw the continuation of activities regarding lighting, with widespread use of LED technology, both in motorway tunnels and airports, as well as in buildings, which reduced electrical energy consumption by around 5.4 GWh. As regards air conditioning, modernisation of the systems continued, with more efficient machinery, such as refrigeration units, significant results have been obtained with monitoring and diagnostic platforms that have reduced waste, for a total saving of 3.7 Gwh of electricity.",1
"Newton is an investment management subsidiary of BNY Mellon. The Board of Directors (‘the board’) is comprised of executive directors, non-executive directors and BNY Mellon representatives. The board is responsible for oversight of the firm, approving the strategy of the business, and holding the Newton Executive Management Committee to account.",0
"BRC conducted three meetings during the financial year 2019 since its inception. Aside from the said meetings, urgent decisions were also approved via a BRC Circular Resolution. The BRC meetings for the financial year 2019 were scheduled immediately upon its establishment to allow the Directors to plan ahead and incorporate the meeting dates into their respective schedules. This also serves to provide the members ample notice of the meetings. The BRC meets quarterly in a year preceding Board meetings with additional meetings convened as and when necessary. During the year under review, attendance at all BRC meetings met the requisite quorum as stipulated in the TOR. The quorum for BRC meeting shall be two (2) members of whom at least one (1) is an Independent Director. The Company Secretary acts as a secretary to the BRC.",0
"The aim of this model is to screen out the worst of the emitters that will be most affected by policy changes, and which are incompatible with the aims of the Paris Agreement.",1
"MAKIRA FORESTY PROJECT IN MADAGASCAR The project was set up by the Wildlife Conservation Society, the government of Madagascar and other partners that worked closely with the local communities living in the Makira plateau in north-eastern Madagascar. The project established a protected area that is financed by the marketing and sale of CO2 emissions reductions credits from the project. The funds from carbon sales, generated through the avoided deforestation of the Makira forest, is used to finance the long-term conservation of the forests, improve community land stewardship and governance, and support sustainable livelihood practices leading to improved household welfare.",1
"Reduction of 6.7% in energy consumption and of 15.9% in water consumption, 54% in printed documents and 35.6% in expenses with plastic disposables. Gold Seal of the Brazilian GHG Protocol Program.",1
"At our corporate sites, we operate modern facilities to generate environmentally friendly energy. We are also working closely with our suppliers to implement climate and environmental protection measures at their sites. Our objective: to reach climate neutrality by 2050, globally.",1
"Foreign Asset/Account Reporting Information. If the Participant holds investments abroad or foreign financial assets (e.g., cash, Shares, Restricted Stock Units) that may generate income taxable in Italy, the Participant must report them on his or her annual tax return or on a special form if no tax return is due, irrespective of their value. The same reporting duties apply if the Participant is a beneficial owner of the investments, even if he or she does not directly hold investments abroad or foreign assets.",0
"We are also convinced that a continued focus on sustainability represents an opportunity for the company, in particular in the medium to long term. While we have already been very successful with our sustainability efforts, we see further upside potential leveraging our leadership position. Consumers are increasingly looking for products composed of more sustainable materials and manufactured in an innovative and yet socially and environmentally responsible way. By strengthening our sustainability focus in our marketing and product creation activities even further, we may generate additional sales growth and drive profitability improvements. ► SEE SUSTAINABILITY",1
"In addition, our businesses and the markets in which we operate are continuously evolving. We may fail to fully understand the implications of changes in our businesses or the financial markets or fail to adequately or timely enhance our risk framework to address those changes. If our risk framework is ineffective, either because it fails to keep pace with changes in the financial markets, regulatory requirements, our businesses, our counterparties, clients or service providers or for other reasons, we could incur losses, suffer reputational damage or find ourselves out of compliance with applicable regulatory or contractual mandates or expectations.",0
"2 Scope 1: comprises emissions from our use of natural gas and fuel oil; Scope 2: comprises emissions from our use of electricity, renewable electricity and district heating; Scope 3: comprises emissions from our business travel by air and car. While scope 3, category 15 (emissions through lending and investments) is material to ING’s indirect emissions footprint, due to measurement complexity and lack of quality data, ING is not able accurately to measure and disclose this figure. See section on Climate Strategy above.",1
"Although the various management tasks are divided among the members of the BoM, the BoM remains collectively responsible for the management of ASML, establishing a position on the relevance of long-term value creation for ASML and its business, the deployment of ASML’s strategy, ASML’s risk profile and policies, the achievement of ASML’s objectives, ASML’s results and the corporate social responsibility aspects relevant to ASML.",0
"Developed in partnership with RANMAN Energy, the La Laguna Cogeneration facility was expected to provide low-carbon and cost-effective heat and electricity under a long-term agreement. The total investment associated with the project was expected to be $70 million. In February 2021, due to ongoing construction permitting delays, Canadian Utilities and Chemours mutually agreed to terminate the La Laguna Cogeneration facility contract. The contract provides for the recovery of Canadian Utilities' incurred costs on the project.",1
"While we seek to partner with organizations that mitigate their business risks associated with climate change, we recognize that there are inherent risks wherever business is conducted. Access to clean water and reliable energy in the communities where we conduct our business, whether for our offices or for our vendors, is a priority. Our major sites in California, Utah and India are vulnerable to prolonged droughts due to climate change. In the event of a natural disaster that disrupts business due to limited access to these resources, we have the potential to experience losses to our business, and added costs to resume operations. To accurately assess and take potential proactive action as appropriate, Adobe is aligned with the guidelines of the Financial Stability Board’s (“FSB”) Task Force on Climate-related Financial Disclosures (“TCFD”) recommendations.",1
"Although we have devoted significant resources to develop our risk management policies, procedures and methods, including with respect to market, credit, liquidity and operational risk, they may not be fully effective in mitigating our risk exposures in all economic market environments or against all types of risk, including risks that we fail to identify or anticipate.",0
"For us, the Paris Agreement represents more than just an obliga- tion, as our commitment to its targets stems from our fundamental convictions. We therefore believe that it is our mission to develop technical innovations that will lead to CO2-neutral mobility around the world.",1
"The Bank’s management has used the criteria established in the 2013 Internal Control – Integrated Framework issued by the Committee of Sponsoring Organizations of the Treadway Commission to assess, with the participation of the Chief Executive Officer and Chief Financial Officer, the effectiveness of the Bank’s internal control over financial reporting. Based on this assessment, management has concluded that as at October 31, 2020, the Bank’s internal control over financial reporting was effective based on the applicable criteria. The effectiveness of the Bank’s internal control over financial reporting has been audited by the independent auditors, Ernst & Young LLP, a registered public accounting firm that has also audited the Consolidated Financial Statements of the Bank as of, and for the year ended October 31, 2020. Their Report on Internal Controls under Standards of the Public Company Accounting Oversight Board (United States), included in the Consolidated Financial Statements, expresses an unqualified opinion on the effectiveness of the Bank’s internal control over financial reporting as of October 31, 2020.",0
"The global warming caused by greenhouse gas emissions originating from human activity is triggering a rise in extreme weather events, such as higher temperatures and flooding, that become increasingly frequent and violent. These factors impact the economic and social system as well as the relative insurance needs. Proper measures are therefore necessary to avoid higher losses and increased volatility that would impact on insurance policies’ price, also due to higher capital absorption resulting from the events being underwritten, and make the access to insurance too expensive or, in extreme cases, the offering uninsurable.",1
"PCG’s GFR presents detailed reporting of Corporate Governance Statements, including expanded information of our Corporate Governance Overview Statement, Nomination and Remuneration Committee Report, Board Audit Committee Report, Board Risk Committee Report and Statement on Risk Management and Internal Control. Our GFR also includes our Audited Financial Statements consisting of Directors’ Report, Audited Financial Statements and our Independent Auditors’ Report. The GFR provides detailed governance and financial disclosures to our shareholders, investors, analysts and other interested parties.",0
"1. A Climate Change Working Group (CCWG) was established in 2018, with the responsibility of ensuring that Newton effectively manages climate- related risk and opportunities across the business, by integrating climate-change considerations into investment and business decision-making. The CCWG is chaired by the chief investment officer. Where relevant, these discussions are also fed up to the Board Risk Committee, which is chaired by BNY Mellon Investment Management’s Global Head of Governance, Greg Brisk, which is then fed into the board.",1
"Metrics and targets z Metrics used to assess climate-related risks and opportunities in line with our strategy and risk management process. z Scope 1, Scope 2, and, if appropriate, Scope 3 GHG emissions, as well as the related risks. z Targets used to manage climate-related risks and opportunities and our performance against targets.",1
"The Board is collectively responsible for delivering sustainable value through oversight of the management of the Group’s business. In addition, through its Board Committees, the Board provides guidance and oversight to the Group on the management of risk and internal control as well as governance matters.",0
"CSL has an Environment, Health, Safety and Sustainability (EHS 2) Strategic Plan that its facilities operate to industry and regulatory standards. This strategy includes compliance with government regulations and commitments for continuous improvement of health and safety in the workplace, as well as minimising the impact of operations on the environment. To drive this strategy, CSL implemented an EHS 2 Management System (EHSMS) Standard. Internal audits at three sites demonstrated compliance with EHSMS. Completion of the remaining internal audits are scheduled over the next two years.",1
"Physical risks associated with climate change may include an increase in extreme weather events such as heavy rainfall, floods, wildfires, extreme winds and ice storms, or changing weather patterns that cause ongoing impacts to seasonal temperatures. Electricity transmission, distribution and pipeline assets above ground or on water crossings are exposed to extreme weather events.",1
"Sustainable and responsible investing A dedicated Sustainable Finance Solutions division was established within CIB and serves to integrate sustainable values within mainstream financing, assist the structuring and development of new products linked to sustainability, and partner with our clients to identify sustainable solutions that would support the transition and provide value add to our clients.",1
"4. Where a member or the authorised nominee appoints two proxies, or where an exempt authorised nominee appoints two or more proxies, the proportion of shareholdings to be represented by each proxy must be specified in the instrument appointing the proxies.",0
"In the Group, we recognise the benefit of integrating ESG factors into our investment strategy, and in recent years we have taken active steps towards increasing the role that ESG considerations play in determining our investment strategy. Looking ahead, we are accelerating action with a long-term goal of ensuring our entire investment portfolio is net carbon neutral by 2050.",1
"Progress in 2020 • Review of the concept, categories, dimensions, methodology, roles and functions of socioenvironmental risk management and the definition of socioenvironmental risk factors; • Review of the socioenvironmental rating methodology; • Application of socioenvironmental rating to the business flow; • Creation of the Corporate Socioenvironmental Risk Management Manual; • Review of the Socioenvironmental Losses Base; • Revision of the Corporate Socioenvironmental Risk Indicators Manual; and • Inclusion of a socioenvironmental Indicator in the Master Plan.",1
"We also adopted specific conditions for granting credit to sectors with the greatest potential for socioenvironmental impact, in accordance with the BB Sustainable Guidelines for Credit and BB Socioenvironmental Guidelines – Restrictive List and Exclusion List. The guidelines disclosed to the market seek to give visibility to the business and administrative practices adopted, strengthening the fulfillment of the public commitments assumed and aligned with the principles",1
"D+ This client does not (yet) meet Rabobank’s sustainability policy on one or more points or has not responded adequately to key questions. Specific agreements are made about a possible solution and timelines are established. Once the customer meets the sustainability policy of Rabobank, it is classified in category A, B or C.",1
"18 flooding. As the pressures from climate change and global population growth lead to increased demand, the food system and global supply chain is becoming increasingly vulnerable to acute shocks, leading to increased prices and volatility, especially in the energy and commodity markets. Adverse changes such as these could: • unfavorably impact the cost or availability of raw or packaging materials, especially if such events have a negative impact on agricultural productivity or on the supply of water; • disrupt our ability, or the ability of our suppliers or contract manufacturers, to manufacture or distribute our products; • disrupt the retail operations of our customers; or • unfavorably impact the demand for, or the consumer's ability to purchase, our products.",1
BNY Mellon has also set a greenhouse-gas emissions reduction target in line with a well-below 2°C science-based target methodology. The goal is to reduce Scope 1 and 2 greenhouse-gas emissions by 20% by 2025 from a 2018 base year.,1
"As we expand our footprint globally, compliance is increasingly a challenge, especially in an environment where laws and regulations are getting more stringent. Any change in laws or regulations may have an impact on our operations or future investment opportunities.",0
"In 2019, we expanded our Be Green programme from two locations to four locations, enhancing it with the elements of plastic management and 3R. Through the programme, we impart awareness on the applications and benefits of using plastic, addressing common misconceptions and negative perception about this material. We also addressed the issue of waste management focusing on clean-up activities with the community at selected rivers and beach. This include regular workshops, talks and gotong-royong activities which impart the know-how on waste segregation at home and keeping the environment clean. These initiatives reached out to more than 2,700 participants and volunteers. ecoCare is PCG’s flagship environmental conservation initiative, run in collaboration with the Malaysian Nature Society (MNS) since 2005. Being the first environmental education centre in the East Cost of Peninsular Malaysia, it promotes awareness on the importance of mangrove ecosystems in protection of biodiversity as well as coastal terrain. Through ecoCare, we engage local community volunteers in carrying out conservation and rehabilitation activities. In 2019, more than 6,300 mangrove trees and seedlings were planted, while the ecoCare Environmental Education Centre (EEC) attracted more than 4,000 visitors.",1
"Environmental, Health and Safety Management System Verizon has an integrated environmental, health and safety management system, which provides guidance, instruction, and best management practices that exceed regulatory requirements while striving for continuous improvement.",1
"The occurrence of catastrophic events or natural disasters such as extreme weather, including hurricanes and floods; health epidemics; and acts of war or terrorism, could disrupt or delay Linde’s ability to produce and distribute its products to customers and could potentially expose Linde to third-party liability claims. In addition, such events could impact Linde’s customers and suppliers resulting in temporary or long-term outages and/or the limitation of supply of energy and other raw materials used in normal business operations. Linde evaluates the direct and indirect business risks, consults with vendors, insurance providers and industry experts, makes investments in suitably resilient design and technology, and conducts regular reviews of the business risks with management. Despite these steps, however, these situations are outside Linde’s control and may have a significant adverse impact on its financial results.",1
"Net cash used in investing activities and net cash used in continuing investing activities decreased to € 115 million each (2019: € 925 million). This development was mainly due to reduced investing activities in 2020 related to expenditures for property, plant and equipment, such as investments in controlled space initiatives and IT systems, and proceeds from the sale of short-term financial assets in 2020 compared to investments in 2019. Net cash generated from financing activities and net cash generated from continuing financing activities amounted to € 479 million each (2019: € 2.273 billion net cash used). This development was mainly due to the placement of two bonds in an amount of € 500 million each, the placement of a sustainability bond in an amount of € 500 million and the suspension of both the dividend payment and the share buyback program in 2020.",1
"Our success in business depends on our ability to meet a range of environmental and social challenges. We must operate safely and manage the effect our activities can have on neighbouring communities and society as a whole. If we fail to do this, we may incur liabilities or sanctions, lose business opportunities, harm our reputation, or our licence to operate may be impacted (see “Risk factors” on page 13).",1
"NGTL and Natural Gas Transmission agreed that, consistent with the geographic areas defined in their Integration Agreement, Natural Gas Transmission would transfer to NGTL the 30-km segment of the Pioneer Pipeline located in the NGTL footprint for approximately $63 million. Natural Gas Transmission will retain ownership and continue to operate the portion of the Pioneer Pipeline located in the Natural Gas Transmission footprint. Upon completion of this transfer, and some additional investment to connect the pipeline to the existing system, the Pioneer Pipeline acquisition will add a net $200 million to the Natural Gas Transmission asset base.",1
"At Group level, in 2019 there were 61 spills of hazardous materials, 25 of them in airports, and mostly regarding spills of AVIO fuel, the handling of which is regulated by specific internal procedures covering all the main emergencies and the management of environmental risks. 36 events regarded motorways, mainly caused as a result of accidents involving fuel spills and loss of loads. enVironMentaL inspections anD criticaLities reporteD",1
"Sustainability aspects and climate-related risks and opportunities are integrated into the Group-wide risk management process at Daimler. They are understood to be conditions, events, or develop- ments involving environmental, social or governance factors (ESG), the occurrence of which may have an actual or potential impact on the Daimler Group’s profitability, cash flows and financial position, as well as on its reputation. ESG-related risks and opportunities that are very likely to have a serious negative impact on non-financial aspects in accordance with the CSR Directive Implementation Act (CSR-RUG) can be found in the respective categories of the Risk and Opportunity Report according to their cause. Furthermore, Daimler follows the recommendations of the Task Force on Climate-related Financial Disclosures (TCFD) with regard to climate-related risks and opportunities.",1
"Adobe XD is our all-in-one experience design (XD) solution used to build user experiences (UX) and user interfaces (UI) when designing websites, mobile apps and more; Adobe XD enables users to go from concept to prototype faster. It contains intuitive tools that deliver precision and performance using timesaving features like Repeat Grid and flexible artboards to create",0
"Certification Acquisition Status The DNP Group has established an independent environmental management system and is pursuing the acquisition of ISO 14001 certification at specific sites, depending on the type of work performed at those sites. (DNP organization names are as of June 30, 2020)",1
"3 Scope 1: comprises emissions from our use of natural gas and fuel oil; Scope 2: comprises emissions from our use of electricity, renewable electricity and district heating; Scope 3: comprises emissions from our business travel by air and car. While scope 3, category 15 (emissions through lending and investments) is material to ING’s indirect emissions footprint, due to measurement complexity and lack of quality data, ING is not able to completely measure and disclose this figure. See section ‘Impact Measurement’ in this appendix for information on our efforts and challenges in this area.",1
"In July 2020, we received funding from Emission Reduction Alberta’s Natural Gas Challenge to advance a first-of-its- kind hydrogen blending project in Fort Saskatchewan, Alberta. Once complete, the project will be Canada’s largest hydrogen blending project, injecting an initial five per cent hydrogen by volume into a section of Fort Saskatchewan’s residential natural gas distribution network.",1
"The upgrade in our score reflects the improvement of practices, such as the adoption of a specific climate risk management policy, increased use of renewable energy, establishment of internal carbon price, incorporation of criteria related to climate change into the supply chain and expansion of the business portfolio with potential emission reduction, among others.",1
"One essential driver to achieve these targets is the implementation of environmental standards at our highest-consuming locations. adidas has successfully applied an Integrated Management System (IMS) which helps us to gain certification for key locations for their environmental management (ISO 14001),",1
"All these risks can generate a series of impacts for our Company, such as financial losses in Distribution and network maintenance services, payment of fines for interruption of power supply, reduction of hydroelectric power generation - and consequent deficits in Generation Scaling Factor - GSF and higher free market price volatility.",1
"During the year ended December 31, 2020, losses before income taxes of $14 million were recognized in other comprehensive income (OCI) (2019 - gains of $2 million), none of which were reclassified to the statement of earnings (2019 - losses of $22 million were reclassified to the statement of earnings, of which $11 million were reclassified on sale of the Canadian fossil fuel-based electricity generation business (see Note 23)).",1
"The number of lithography systems we are able to produce may be limited by the production capacity of one of our key suppliers, Carl Zeiss SMT GmbH, which is our sole supplier of lenses, mirrors, illuminators, collectors and other critical optical components (which we refer to as optics). If Carl Zeiss SMT GmbH is unable to maintain and increase production levels or if we are unable to maintain our business relationship with Carl Zeiss SMT GmbH in the future we could be unable to fulfill orders, which could damage relationships with current and prospective customers and have a material adverse effect on our business, financial condition and results of operations. If Carl Zeiss SMT GmbH were to terminate its supply relationship with us or if Carl Zeiss SMT GmbH is unable to maintain production of optics over a prolonged period, we would effectively cease to be able to conduct our business. See Management Board Report - Partners - Sustainable relationships with suppliers. In addition to Carl Zeiss SMT GmbH’s current position as a supplier of optics, a number of other critical components are available from only a limited number of suppliers.",0
Climate-related risks and opportunities are integrated into the Group-wide risk management process at Daimler and are reported and described separately in internal reporting to the Board of Management and Supervisory Board.,1
"External recognition ⌐ adidas continuously receives positive recognition from international institutions, rating agencies, NGOs and socially responsible investment analysts for its sustainability initiatives. In 2020, the company was again represented in high-profile sustainability indices and subject to comprehensive corporate sustainability assessments. ► SEE OUR SHARE",1
"Eni’s activities in the Refining & Marketing business entail health, safety and environmental risks related to the handling, transformation and distribution of oil and oil products. These risks arise from the inherent characteristics of hydrocarbons, in particular flammability and toxicity. Also environmental risks are involved in the use of oil products, such as GHG emissions, soil and groundwater contamination.",1
"Next, let’s turn to the financials. FY18 revenue of $29.953 billion grew 5 percent on a comparable, constant currency basis. FY18 non- GAAP diluted earnings per share grew 9 percent on a comparable basis, or 10 percent on a comparable, constant currency basis. The second half of the year was particularly strong, overcoming several first half challenges – including an IT disruption, multiple hurricanes, wildfires in Santa Rosa, and supply constraints in Diabetes. We delivered on our revenue and EPS guidance we established at the start of the year. We also continued to drive margin expansion, reduced debt leverage, and returned $4.3 billion to shareholders in the form of dividends and share repurchases.",1
"① Recycling: To meet the environmental policies of major countries, we operate a recycling process utilizing non-reusable dead batteries and scraps generated during battery production. We have a strategic cooperation relationship with major partners for realizing a closed-loop. Through this system, we extract raw materials of batteries such as nickel, cobalt, and lithium by crushing and dissolving battery waste or scraps.",1
"Our energy use in the form of electricity, continued to be the predominant source of emissions in 2020, constituting about 86% of our overall carbon footprint. We continue to target reduced energy consumption through a variety of initiatives and the new targets were set. It is encouraging to note that own generation from renewable sources remains steady at 668 MWh for 2020. Overall fossil-fuel-based electricity consumption per FTE was reduced through less occupancy due to Covid-19 lockdown regulations and our ongoing facilities consolidation project. The result is that the overall energy (electricity) consumption was reduced by 11,50% year on year to 3 963 kWh per FTE (2019: 4 477 kWh per FTE) for the period under review. The major focus for future energy reduction initiatives remains on implementing the lessons from our campus sites to drive similar reductions across our non-campus sites.",1
"In addition to reporting progress vs. these goals, P&G also publishes the following data on an annual basis in our Citizenship Report (available at www.pg.com): Energy consumption (gigajoules), Scope 1 GHG emissions (metric tons), Scope 2 GHG emissions (metric tons), and estimates of relevant Scope 3 GHG emission categories (metric tons). We have had 3rd party assurance of our GHG emissions inventory for Fiscal Years 17/18, 18/19 and intend to maintain that practice going forward.",1
"Our ambition is to significantly reduce our emissions in the future and this year we achieved carbon neutrality by working with ClimateCare, which has over 22 years of experience in project development, carbon asset development, and the delivery of corporate carbon- offsetting programmes. Over the next three years, we will offset those emission we can’t yet avoid through projects that cut carbon emissions whilst also delivering tangible benefits to local communities and environments in three countries. Three such projects include:",1
